vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,3,0,-0.013078555464744568,19.997642517089844,0.0,0.1111111111111111,0.316227766016838
1,3,0,-0.004753137938678265,19.99716567993164,0.0,0.1111111111111111,0.3162277660168381
2,3,0,-0.014144795946776867,19.997285842895508,0.0,0.1111111111111111,0.31622776601683766
3,3,0,0.001166949630714953,19.997047424316406,0.0,0.1111111111111111,0.3162277660168382
4,3,0,-0.0102838184684515,19.99752426147461,0.0,0.1111111111111111,0.31622776601683794
5,3,0,-0.00020319409668445587,19.997047424316406,0.0,0.1111111111111111,0.31622776601683766
6,3,0,0.0003369511105120182,19.99752426147461,0.0,0.1111111111111111,0.3162277660168378
7,3,0,-0.009917927905917168,19.997285842895508,0.0,0.1111111111111111,0.3162277660168385
8,3,0,-0.011796760372817516,19.99716567993164,0.0,0.1111111111111111,0.3162277660168379
9,3,0,-0.0016948322299867868,19.996809005737305,0.0,0.1111111111111111,0.3162277660168379
