vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,3,0,1.1970539093017578,4.199280738830566,0.0,0.1111111111111111,0.3162277660168379
1,3,0,1.1867177486419678,4.172983169555664,0.0,0.1111111111111111,0.3162277660168379
2,3,0,1.1768689155578613,4.189800262451172,0.0,0.1111111111111111,0.31622776601683794
3,3,0,1.1943426132202148,4.194348335266113,0.0,0.1111111111111111,0.31622776601683794
4,3,0,1.1924257278442383,4.220727920532227,0.0,0.1111111111111111,0.316227766016838
5,3,0,1.1693686246871948,4.180624008178711,0.0,0.1111111111111111,0.3162277660168379
6,3,0,1.1787517070770264,4.190950393676758,0.0,0.1111111111111111,0.3162277660168379
7,3,0,1.1872535943984985,4.187536239624023,0.0,0.1111111111111111,0.31622776601683805
8,3,0,1.1902649402618408,4.198197364807129,0.0,0.1111111111111111,0.316227766016838
9,3,0,1.1830406188964844,4.185714244842529,0.0,0.1111111111111111,0.31622776601683783
