vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,2,0,0.040956977754831314,4.9998626708984375,0.0,0.2222222222222222,0.3162277660168376
1,2,0,0.04741240292787552,4.999822616577148,0.0,0.2222222222222222,0.316227766016838
2,2,0,0.04769065976142883,4.999855995178223,0.0,0.2222222222222222,0.3162277660168379
3,2,0,0.07080389559268951,4.999829292297363,0.0,0.2222222222222222,0.316227766016838
4,2,0,0.05554942786693573,4.9998626708984375,0.0,0.2222222222222222,0.31622776601683805
5,2,0,0.05338644981384277,4.999835968017578,0.0,0.2222222222222222,0.3162277660168378
6,2,0,0.05359865352511406,4.999849319458008,0.0,0.2222222222222222,0.31622776601683833
7,2,0,0.04842376708984375,4.999835968017578,0.0,0.2222222222222222,0.31622776601683794
8,2,0,0.05334387719631195,4.999835968017578,0.0,0.2222222222222222,0.31622776601683816
9,2,0,0.04785297065973282,4.999815940856934,0.0,0.2222222222222222,0.3162277660168378
