vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,3,0,13.738858222961426,29.388629913330078,0.0,0.1111111111111111,0.3162277660168378
1,3,0,10.812402725219727,33.255760192871094,0.0,0.1111111111111111,0.31622776601683794
2,3,0,13.396591186523438,28.614696502685547,0.0,0.1111111111111111,0.316227766016838
3,3,0,11.380914688110352,32.66129684448242,0.0,0.1111111111111111,0.31622776601683805
4,3,0,13.558643341064453,29.863914489746094,0.0,0.1111111111111111,0.3162277660168379
5,3,0,12.733442306518555,32.907230377197266,0.0,0.1111111111111111,0.31622776601683794
6,3,0,14.611466407775879,28.758445739746094,0.0,0.1111111111111111,0.31622776601683783
7,3,0,11.439391136169434,33.34392547607422,0.0,0.1111111111111111,0.31622776601683805
8,3,0,13.652244567871094,29.573047637939453,0.0,0.1111111111111111,0.31622776601683794
9,3,0,13.573625564575195,32.56168746948242,0.0,0.1111111111111111,0.31622776601683794
