vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,4,0,0.262005090713501,99.93630981445312,0.0,0.2695071010860485,0.3245658194651961
1,3,1,0.39806970953941345,99.9360122680664,0.0,0.10304232804232805,0.23104853064539144
2,3,2,0.43518906831741333,99.93572235107422,0.0,0.05570871623503201,0.1949103979087958
3,3,2,0.43589717149734497,99.93586730957031,0.0,0.05570871623503203,0.1949103979087959
4,3,1,0.39807260036468506,99.93582916259766,0.0,0.10304232804232803,0.23104853064539047
5,4,0,0.25611335039138794,99.93634033203125,0.0,0.2695071010860485,0.32456581946519675
6,3,1,0.38873982429504395,99.93583679199219,0.0,0.10664160401002507,0.2306843091680289
7,3,2,0.4276067614555359,99.93566131591797,0.0,0.06403508771929825,0.1933998311858909
8,3,2,0.41975390911102295,99.93571472167969,0.0,0.059064327485380125,0.18900971748944484
9,3,2,0.4303015470504761,99.93560028076172,0.0,0.08289473684210526,0.20808670340478785
10,3,1,0.39227402210235596,99.93585205078125,0.0,0.12207602339181287,0.23523496005884906
11,3,2,0.43777981400489807,99.93565368652344,0.0,0.09137426900584794,0.20772248192742668
12,3,2,0.42869213223457336,99.93598937988281,0.0,0.07197159565580617,0.1874991507665415
13,3,2,0.4309779405593872,99.93575286865234,0.0,0.07197159565580617,0.18749915076654167
14,3,2,0.43864452838897705,99.9358139038086,0.0,0.09137426900584794,0.2077224819274264
15,3,1,0.3977091312408447,99.93586730957031,0.0,0.12207602339181287,0.23523496005884864
16,3,2,0.4323098957538605,99.93582916259766,0.0,0.08289473684210526,0.20808670340478702
17,3,2,0.42947816848754883,99.93580627441406,0.0,0.05906432748538011,0.18900971748944495
18,3,2,0.43104445934295654,99.93572998046875,0.0,0.06403508771929824,0.19339983118589119
19,3,1,0.39637866616249084,99.93570709228516,0.0,0.10664160401002507,0.23068430916802934
