vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,4,0,1.3478260040283203,5.353768825531006,0.0,0.40170389075258695,0.30494939189229847
1,3,1,2.240100383758545,5.24406623840332,0.0,0.20420811035008848,0.20798201576483316
2,3,2,2.3235130310058594,5.330257415771484,0.0,0.17779961372681052,0.1507202830469358
3,3,2,2.3227145671844482,5.328308582305908,0.0,0.15594712374546071,0.11185334047054622
4,3,2,2.3232226371765137,5.330324172973633,0.0,0.13700284473209573,0.08381928979096509
5,3,2,2.3230879306793213,5.328845500946045,0.0,0.12014233212585486,0.06315443312626877
6,3,2,2.323608160018921,5.327793121337891,0.0,0.10487074737919437,0.04784442010873557
7,3,2,2.3245673179626465,5.329125881195068,0.0,0.09085820115912206,0.036538993013175355
8,3,2,2.324441909790039,5.329209804534912,0.0,0.0778691744907076,0.028278076611083273
9,3,2,2.3242931365966797,5.3286614418029785,0.0,0.06572723473848843,0.022369665784702043
10,3,2,2.323009490966797,5.329385757446289,0.0,0.05429544554123651,0.018321231791487137
11,3,2,2.323483467102051,5.3285017013549805,0.0,0.0434646254413845,0.015795883773534594
12,3,2,2.3232312202453613,5.328880786895752,0.0,0.036165031165510134,0.014583606780790815
13,3,2,2.3232970237731934,5.328853607177734,0.0,0.036165031165510134,0.01458360678079062
14,3,2,2.323911190032959,5.329551696777344,0.0,0.043464625441384505,0.015795883773534296
15,3,2,2.322580337524414,5.328376770019531,0.0,0.05429544554123652,0.018321231791486647
16,3,2,2.32253360748291,5.329024314880371,0.0,0.06572723473848842,0.02236966578470154
17,3,2,2.3230693340301514,5.32790994644165,0.0,0.07786917449070757,0.028278076611082923
18,3,2,2.3231563568115234,5.3282928466796875,0.0,0.09085820115912208,0.036538993013175036
19,3,2,2.3231561183929443,5.330147743225098,0.0,0.10487074737919437,0.047844420108735644
20,3,2,2.323329448699951,5.329134464263916,0.0,0.12014233212585493,0.06315443312626909
21,3,2,2.3233113288879395,5.329017162322998,0.0,0.13700284473209567,0.08381928979096556
22,3,2,2.3234291076660156,5.3295817375183105,0.0,0.15594712374546083,0.11185334047054651
23,3,2,2.323380470275879,5.328484058380127,0.0,0.17779961372681066,0.15072028304693594
24,3,1,2.241131067276001,5.24525785446167,0.0,0.20420811035008837,0.20798201576483333
25,4,0,1.3483459949493408,5.352367877960205,0.0,0.40170389075258706,0.30494939189229864
26,3,1,2.239753246307373,5.244573593139648,0.0,0.20425276017933852,0.20798201576483272
27,3,2,2.322563648223877,5.327827453613281,0.0,0.17812106653220788,0.15072028304693302
28,3,2,2.322715997695923,5.328637599945068,0.0,0.15653852279333655,0.11185334047053394
29,3,2,2.322920799255371,5.328693389892578,0.0,0.13785679319319538,0.08381928979091549
30,3,2,2.3229422569274902,5.328159332275391,0.0,0.1212510238140237,0.06315443312607537
31,3,2,2.3234081268310547,5.329047679901123,0.0,0.1062260214620809,0.04784442010799349
32,3,2,2.3230087757110596,5.32852029800415,0.0,0.09245152639877037,0.036538993010338645
33,3,2,2.323939800262451,5.328118324279785,0.0,0.0796915753605416,0.02827807660024426
34,3,2,2.3223581314086914,5.327554702758789,0.0,0.06776916605652948,0.022369665743284042
35,3,2,2.323370933532715,5.327715873718262,0.0,0.056546617882711106,0.018321231633215838
36,3,2,2.3223111629486084,5.328909873962402,0.0,0.045913783767407956,0.0157958831687177
37,3,2,2.322101593017578,5.329017639160156,0.0,0.03837060903372909,0.014583604469525781
38,3,2,2.322997570037842,5.3278656005859375,0.0,0.03632100341240437,0.014583597948430284
39,3,2,2.3226490020751953,5.32936954498291,0.0,0.04148358410101033,0.015795850021172453
40,3,2,2.323150157928467,5.328839302062988,0.0,0.050946402358678616,0.01832110280873278
41,3,2,2.3234195709228516,5.3271660804748535,0.0,0.059892373626386,0.02236917288433117
42,3,2,2.322913885116577,5.3303914070129395,0.0,0.0682306163221213,0.028276193019896975
43,3,2,2.323096752166748,5.327702045440674,0.0,0.07585014824714627,0.036531794974830264
44,3,2,2.32409405708313,5.328763008117676,0.0,0.08261237190612863,0.047816913207860995
45,3,2,2.3232743740081787,5.328105449676514,0.0,0.08833927369140986,0.06304931704331207
