vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,2,0,0.0821068212389946,2.0881896018981934,0.0,0.23684210526315788,0.22360679774997785
1,2,0,0.07526800781488419,2.0688252449035645,0.0,0.23684210526315788,0.22360679774997727
2,2,0,0.08899198472499847,2.0879876613616943,0.0,0.23684210526315788,0.22360679774997724
3,2,0,0.0892535001039505,2.070136070251465,0.0,0.23684210526315788,0.22360679774997705
4,2,0,0.0877484679222107,2.08622670173645,0.0,0.23684210526315788,0.22360679774997724
5,2,0,0.081123948097229,2.086348295211792,0.0,0.23684210526315788,0.22360679774997705
6,2,0,0.0643363818526268,2.087069034576416,0.0,0.23684210526315788,0.2236067977499779
7,2,0,0.07280932366847992,2.090613842010498,0.0,0.23684210526315788,0.22360679774997902
8,2,0,0.07134664058685303,2.0755226612091064,0.0,0.23684210526315788,0.22360679774997988
9,2,0,0.08190795034170151,2.0730981826782227,0.0,0.23684210526315788,0.22360679774998019
10,2,0,0.09555048495531082,2.0720601081848145,0.0,0.23684210526315788,0.22360679774998032
11,2,0,0.0751102864742279,2.0747671127319336,0.0,0.23684210526315788,0.22360679774998013
12,2,0,0.06918242573738098,2.085908889770508,0.0,0.23684210526315788,0.22360679774998013
13,2,0,0.07809900492429733,2.0802950859069824,0.0,0.23684210526315788,0.2236067977499805
14,2,0,0.07962124049663544,2.07320499420166,0.0,0.23684210526315788,0.22360679774998032
15,2,0,0.068635955452919,2.0781588554382324,0.0,0.23684210526315788,0.22360679774998
16,2,0,0.07198631763458252,2.0683159828186035,0.0,0.23684210526315788,0.22360679774997988
17,2,0,0.0707218199968338,2.0691514015197754,0.0,0.23684210526315788,0.22360679774997985
18,2,0,0.08077127486467361,2.0802524089813232,0.0,0.23684210526315788,0.22360679774997927
19,2,0,0.07673768699169159,2.0684938430786133,0.0,0.23684210526315788,0.22360679774997844
