vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,2,0,0.7813279032707214,99.93502807617188,0.0,0.23684210526315788,0.22360679774997852
1,2,0,0.8240981101989746,99.9347152709961,0.0,0.23684210526315788,0.22360679774998019
2,2,0,0.8018262982368469,99.93502807617188,0.0,0.23684210526315788,0.2236067977499816
3,2,0,0.8085609674453735,99.9347152709961,0.0,0.23684210526315788,0.22360679774998307
4,2,0,0.8029130697250366,99.93502807617188,0.0,0.23684210526315788,0.22360679774998365
5,2,0,0.8499355316162109,99.93440246582031,0.0,0.23684210526315788,0.22360679774998377
6,2,0,0.8465746641159058,99.9347152709961,0.0,0.23684210526315788,0.22360679774998315
7,2,0,0.8020344972610474,99.93408966064453,0.0,0.23684210526315788,0.22360679774998263
8,2,0,0.8043445348739624,99.93440246582031,0.0,0.23684210526315788,0.22360679774998143
9,2,0,0.8234232664108276,99.93440246582031,0.0,0.23684210526315788,0.2236067977499803
10,2,0,0.7964901924133301,99.9347152709961,0.0,0.23684210526315788,0.2236067977499788
11,2,0,0.8557944297790527,99.93534088134766,0.0,0.23684210526315788,0.22360679774997777
12,2,0,0.8707044124603271,99.93565368652344,0.0,0.23684210526315788,0.22360679774997647
13,2,0,0.8986346125602722,99.93534088134766,0.0,0.23684210526315788,0.22360679774997572
14,2,0,0.8260188102722168,99.93659210205078,0.0,0.23684210526315788,0.2236067977499751
15,2,0,0.8635755777359009,99.93534088134766,0.0,0.23684210526315788,0.22360679774997452
16,2,0,0.8322012424468994,99.93596649169922,0.0,0.23684210526315788,0.22360679774997466
17,2,0,0.787561297416687,99.936279296875,0.0,0.23684210526315788,0.223606797749975
18,2,0,0.8152031302452087,99.93502807617188,0.0,0.23684210526315788,0.22360679774997594
19,2,0,0.8042070865631104,99.93565368652344,0.0,0.23684210526315788,0.2236067977499771
