vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,3,0,0.3890283703804016,99.93534088134766,0.0,0.11695906432748537,0.22360679774997858
1,3,0,0.4385790228843689,99.93502807617188,0.0,0.11695906432748537,0.22360679774997902
2,3,0,0.39424943923950195,99.93596649169922,0.0,0.11695906432748539,0.2236067977499789
3,3,0,0.42258694767951965,99.93596649169922,0.0,0.11695906432748542,0.2236067977499792
4,3,0,0.42456597089767456,99.93534088134766,0.0,0.11695906432748542,0.2236067977499791
5,3,0,0.4380572438240051,99.93565368652344,0.0,0.11695906432748542,0.22360679774997905
6,3,0,0.4245116114616394,99.93565368652344,0.0,0.11695906432748542,0.2236067977499791
7,3,0,0.4040378928184509,99.9347152709961,0.0,0.11695906432748542,0.22360679774997896
8,3,0,0.3886946737766266,99.93565368652344,0.0,0.11695906432748539,0.22360679774997894
9,3,0,0.40720057487487793,99.9347152709961,0.0,0.11695906432748542,0.2236067977499786
10,3,0,0.3961290717124939,99.93502807617188,0.0,0.11695906432748539,0.22360679774997894
11,3,0,0.4449802339076996,99.93596649169922,0.0,0.11695906432748537,0.22360679774997866
12,3,0,0.45310795307159424,99.93596649169922,0.0,0.11695906432748539,0.22360679774997913
13,3,0,0.48118364810943604,99.93565368652344,0.0,0.11695906432748539,0.223606797749979
14,3,0,0.42770835757255554,99.93690490722656,0.0,0.11695906432748539,0.22360679774997907
15,3,0,0.45599597692489624,99.93596649169922,0.0,0.11695906432748539,0.22360679774997913
16,3,0,0.4593192934989929,99.93596649169922,0.0,0.11695906432748539,0.22360679774997902
17,3,0,0.39397555589675903,99.936279296875,0.0,0.11695906432748537,0.22360679774997907
18,3,0,0.4192211627960205,99.93502807617188,0.0,0.11695906432748537,0.2236067977499787
19,3,0,0.3907390236854553,99.93596649169922,0.0,0.11695906432748537,0.22360679774997883
