vertex_id,degree,cluster_id,Q_C_final,Q_D_final,clustering_coefficient,betweenness_centrality,eigenvector_centrality
0,3,0,0.031952179968357086,9.999262809753418,0.0,0.11695906432748537,0.22360679774997874
1,3,0,0.032546937465667725,9.999292373657227,0.0,0.11695906432748537,0.22360679774997902
2,3,0,0.02433042600750923,9.999321937561035,0.0,0.11695906432748539,0.22360679774997919
3,3,0,0.04732202738523483,9.999321937561035,0.0,0.11695906432748542,0.2236067977499795
4,3,0,0.04495777562260628,9.999262809753418,0.0,0.11695906432748542,0.22360679774997963
5,3,0,0.04192213714122772,9.999351501464844,0.0,0.11695906432748542,0.22360679774997944
6,3,0,0.03683311119675636,9.999292373657227,0.0,0.11695906432748542,0.22360679774997905
7,3,0,0.033314500004053116,9.99923324584961,0.0,0.11695906432748542,0.22360679774997844
8,3,0,0.0294799841940403,9.99935245513916,0.0,0.11695906432748539,0.22360679774997838
9,3,0,0.021788161247968674,9.999202728271484,0.0,0.11695906432748542,0.22360679774997855
10,3,0,0.033895716071128845,9.99935245513916,0.0,0.11695906432748539,0.22360679774997871
11,3,0,0.04084310308098793,9.999321937561035,0.0,0.11695906432748537,0.22360679774997896
12,3,0,0.03089509904384613,9.99935245513916,0.0,0.11695906432748539,0.22360679774997919
13,3,0,0.045244064182043076,9.999292373657227,0.0,0.11695906432748539,0.2236067977499793
14,3,0,0.04345303028821945,9.999441146850586,0.0,0.11695906432748539,0.2236067977499796
15,3,0,0.04530191048979759,9.999322891235352,0.0,0.11695906432748539,0.22360679774997944
16,3,0,0.03876839205622673,9.999382019042969,0.0,0.11695906432748539,0.22360679774997877
17,3,0,0.022077014669775963,9.99935245513916,0.0,0.11695906432748537,0.22360679774997855
18,3,0,0.01867561973631382,9.99923324584961,0.0,0.11695906432748537,0.22360679774997827
19,3,0,0.02839202806353569,9.99935245513916,0.0,0.11695906432748537,0.22360679774997844
